Compound Name,DiscoveRx Gene Symbol,Entrez Gene Symbol,Percent Control,Compound Concentration (nM)
AKI00000002a,CDC2L5,CDK13,100,1000
AKI00000002a,CDK11,CDK19,99,1000
AKI00000002a,CDK2,CDK2,100,1000
AKI00000002a,CDK3,CDK3,100,1000
AKI00000002a,CDK4,CDK4,100,1000
AKI00000002a,CDK4-cyclinD1,CDK4,100,1000
AKI00000002a,CDK4-cyclinD3,CDK4,100,1000
AKI00000002a,CDK5,CDK5,100,1000
AKI00000002a,CDK7,CDK7,100,1000
AKI00000002a,CDK8,CDK8,100,1000
AKI00000002a,CDK9,CDK9,100,1000
AKI00000002a,CDKL1,CDKL1,96,1000
AKI00000002a,CDKL2,CDKL2,100,1000
AKI00000002a,CDKL3,CDKL3,100,1000
AKI00000002a,CDKL5,CDKL5,100,1000
AKI00000002a,CHEK1,CHEK1,100,1000
AKI00000002a,CHEK2,CHEK2,0,1000
AKI00000002a,CIT,CIT,68,1000
AKI00000002a,CLK1,CLK1,100,1000
AKI00000002a,CLK2,CLK2,92,1000
AKI00000002a,CLK3,CLK3,100,1000
AKI00000002a,CLK4,CLK4,100,1000
AKI00000002a,CSF1R,CSF1R,96,1000
AKI00000002a,CSF1R-autoinhibited,CSF1R,100,1000
AKI00000002a,CSK,CSK,100,1000
AKI00000002a,CSNK1A1,CSNK1A1,83,1000
AKI00000002a,CSNK1A1L,CSNK1A1L,100,1000
AKI00000002a,CSNK1D,CSNK1D,100,1000
AKI00000002a,CSNK1E,CSNK1E,100,1000
AKI00000002a,CSNK1G1,CSNK1G1,100,1000
AKI00000002a,CSNK1G2,CSNK1G2,100,1000
AKI00000002a,CSNK1G3,CSNK1G3,100,1000
AKI00000002a,CSNK2A1,CSNK2A1,100,1000
AKI00000002a,CSNK2A2,CSNK2A2,100,1000
AKI00000002a,CTK,MATK,100,1000
AKI00000002a,DAPK1,DAPK1,100,1000
AKI00000002a,DAPK2,DAPK2,100,1000
AKI00000002a,DAPK3,DAPK3,100,1000
AKI00000002a,DCAMKL1,DCLK1,100,1000
AKI00000002a,DCAMKL2,DCLK2,100,1000
AKI00000002a,DCAMKL3,DCLK3,100,1000
AKI00000002a,DDR1,DDR1,100,1000
AKI00000002a,DDR2,DDR2,100,1000
AKI00000002a,DLK,MAP3K12,98,1000
AKI00000002a,DMPK,DMPK,100,1000
AKI00000002a,DMPK2,CDC42BPG,100,1000
AKI00000002a,DRAK1,STK17A,100,1000
AKI00000002a,DRAK2,STK17B,100,1000
AKI00000002a,DYRK1A,DYRK1A,100,1000
AKI00000002a,DYRK1B,DYRK1B,100,1000
AKI00000002a,DYRK2,DYRK2,100,1000
AKI00000002a,EGFR,EGFR,100,1000
AKI00000002a,EGFR(E746-A750del),EGFR,100,1000
AKI00000002a,EGFR(G719C),EGFR,100,1000
AKI00000002a,EGFR(G719S),EGFR,100,1000
AKI00000002a,"EGFR(L747-E749del, A750P)",EGFR,100,1000
AKI00000002a,"EGFR(L747-S752del, P753S)",EGFR,100,1000
AKI00000002a,"EGFR(L747-T751del,Sins)",EGFR,100,1000
AKI00000002a,EGFR(L858R),EGFR,100,1000
AKI00000002a,"EGFR(L858R,T790M)",EGFR,100,1000
AKI00000002a,EGFR(L861Q),EGFR,94,1000
AKI00000002a,EGFR(S752-I759del),EGFR,89,1000
AKI00000002a,EGFR(T790M),EGFR,100,1000
AKI00000002a,EIF2AK1,EIF2AK1,100,1000
AKI00000002a,EPHA1,EPHA1,100,1000
AKI00000002a,EPHA2,EPHA2,100,1000
AKI00000002a,EPHA3,EPHA3,100,1000
AKI00000002a,EPHA4,EPHA4,100,1000
AKI00000002a,EPHA5,EPHA5,100,1000
AKI00000002a,EPHA6,EPHA6,100,1000
AKI00000002a,EPHA7,EPHA7,100,1000
AKI00000002a,EPHA8,EPHA8,100,1000
AKI00000002a,EPHB1,EPHB1,100,1000
AKI00000002a,EPHB2,EPHB2,100,1000
AKI00000002a,EPHB3,EPHB3,100,1000
AKI00000002a,EPHB4,EPHB4,100,1000
AKI00000002a,EPHB6,EPHB6,92,1000
AKI00000002a,ERBB2,ERBB2,80,1000
AKI00000002a,ERBB3,ERBB3,83,1000
AKI00000002a,ERBB4,ERBB4,60,1000
AKI00000002a,ERK1,MAPK3,100,1000
AKI00000002a,ERK2,MAPK1,100,1000
AKI00000002a,ERK3,MAPK6,100,1000
AKI00000002a,ERK4,MAPK4,100,1000
AKI00000002a,ERK5,MAPK7,69,1000
AKI00000002a,ERK8,MAPK15,100,1000
AKI00000002a,ERN1,ERN1,100,1000
AKI00000002a,FAK,PTK2,100,1000
AKI00000002a,FER,FER,100,1000
AKI00000002a,FES,FES,100,1000
AKI00000002a,FGFR1,FGFR1,100,1000
AKI00000002a,FGFR2,FGFR2,100,1000
AKI00000002a,FGFR3,FGFR3,96,1000
AKI00000002a,FGFR3(G697C),FGFR3,100,1000
AKI00000002a,FGFR4,FGFR4,100,1000
AKI00000002a,FGR,FGR,100,1000
AKI00000002a,FLT1,FLT1,100,1000
AKI00000002a,FLT3,FLT3,96,1000
AKI00000002a,FLT3(D835H),FLT3,100,1000
AKI00000002a,FLT3(D835V),FLT3,100,1000
AKI00000002a,FLT3(D835Y),FLT3,100,1000
AKI00000002a,FLT3(ITD),FLT3,100,1000
AKI00000002a,"FLT3(ITD,D835V)",FLT3,100,1000
AKI00000002a,"FLT3(ITD,F691L)",FLT3,100,1000
AKI00000002a,FLT3(K663Q),FLT3,100,1000
AKI00000002a,FLT3(N841I),FLT3,100,1000
AKI00000002a,FLT3(R834Q),FLT3,100,1000
AKI00000002a,FLT3-autoinhibited,FLT3,100,1000
AKI00000002a,FLT4,FLT4,100,1000
AKI00000002a,FRK,FRK,100,1000
AKI00000002a,FYN,FYN,100,1000
AKI00000002a,GAK,GAK,100,1000
AKI00000002a,"GCN2(Kin.Dom.2,S808G)",EIF2AK4,76,1000
AKI00000002a,GRK1,GRK1,91,1000
AKI00000002a,GRK2,ADRBK1,100,1000
AKI00000002a,GRK3,ADRBK2,61,1000
AKI00000002a,GRK4,GRK4,100,1000
AKI00000002a,GRK7,GRK7,100,1000
AKI00000002a,GSK3A,GSK3A,100,1000
AKI00000002a,GSK3B,GSK3B,100,1000
AKI00000002a,HASPIN,GSG2,100,1000
AKI00000002a,HCK,HCK,90,1000
AKI00000002a,HIPK1,HIPK1,99,1000
AKI00000002a,HIPK2,HIPK2,92,1000
AKI00000002a,HIPK3,HIPK3,100,1000
AKI00000002a,HIPK4,HIPK4,100,1000
AKI00000002a,HPK1,MAP4K1,100,1000
AKI00000002a,HUNK,HUNK,82,1000
AKI00000002a,ICK,ICK,100,1000
AKI00000002a,IGF1R,IGF1R,100,1000
AKI00000002a,IKK-alpha,CHUK,100,1000
AKI00000002a,IKK-beta,IKBKB,100,1000
AKI00000002a,IKK-epsilon,IKBKE,100,1000
AKI00000002a,INSR,INSR,100,1000
AKI00000002a,INSRR,INSRR,100,1000
AKI00000002a,IRAK1,IRAK1,100,1000
AKI00000002a,IRAK3,IRAK3,100,1000
AKI00000002a,IRAK4,IRAK4,100,1000
AKI00000002a,ITK,ITK,100,1000
AKI00000002a,JAK1(JH1domain-catalytic),JAK1,100,1000
AKI00000002a,JAK1(JH2domain-pseudokinase),JAK1,100,1000
AKI00000002a,JAK2(JH1domain-catalytic),JAK2,100,1000
AKI00000002a,JAK3(JH1domain-catalytic),JAK3,36,1000
AKI00000002a,JNK1,MAPK8,100,1000
AKI00000002a,JNK2,MAPK9,100,1000
AKI00000002a,JNK3,MAPK10,100,1000
AKI00000002a,KIT,KIT,100,1000
AKI00000002a,KIT(A829P),KIT,100,1000
AKI00000002a,KIT(D816H),KIT,100,1000
AKI00000002a,KIT(D816V),KIT,100,1000
AKI00000002a,KIT(L576P),KIT,100,1000
AKI00000002a,KIT(V559D),KIT,98,1000
AKI00000002a,"KIT(V559D,T670I)",KIT,89,1000
AKI00000002a,"KIT(V559D,V654A)",KIT,100,1000
AKI00000002a,KIT-autoinhibited,KIT,100,1000
AKI00000002a,LATS1,LATS1,100,1000
AKI00000002a,LATS2,LATS2,87,1000
AKI00000002a,LCK,LCK,100,1000
AKI00000002a,LIMK1,LIMK1,100,1000
AKI00000002a,LIMK2,LIMK2,100,1000
AKI00000002a,LKB1,STK11,61,1000
AKI00000002a,LOK,STK10,100,1000
AKI00000002a,LRRK2,LRRK2,100,1000
AKI00000002a,LRRK2(G2019S),LRRK2,91,1000
AKI00000002a,LTK,LTK,100,1000
AKI00000002a,LYN,LYN,99,1000
AKI00000002a,LZK,MAP3K13,73,1000
AKI00000002a,MAK,MAK,100,1000
AKI00000002a,MAP3K1,MAP3K1,100,1000
AKI00000002a,MAP3K15,MAP3K15,85,1000
AKI00000002a,MAP3K2,MAP3K2,100,1000
AKI00000002a,MAP3K3,MAP3K3,100,1000
AKI00000002a,MAP3K4,MAP3K4,97,1000
AKI00000002a,MAP4K2,MAP4K2,100,1000
AKI00000002a,MAP4K3,MAP4K3,99,1000
AKI00000002a,MAP4K4,MAP4K4,100,1000
AKI00000002a,MAP4K5,MAP4K5,100,1000
AKI00000002a,MAPKAPK2,MAPKAPK2,100,1000
AKI00000002a,MAPKAPK5,MAPKAPK5,100,1000
AKI00000002a,MARK1,MARK1,100,1000
AKI00000002a,MARK2,MARK2,100,1000
AKI00000002a,MARK3,MARK3,100,1000
AKI00000002a,MARK4,MARK4,100,1000
AKI00000002a,MAST1,MAST1,82,1000
AKI00000002a,MEK1,MAP2K1,100,1000
AKI00000002a,MEK2,MAP2K2,100,1000
AKI00000002a,MEK3,MAP2K3,100,1000
AKI00000002a,MEK4,MAP2K4,100,1000
AKI00000002a,MEK5,MAP2K5,100,1000
AKI00000002a,MEK6,MAP2K6,100,1000
AKI00000002a,MELK,MELK,100,1000
AKI00000002a,MERTK,MERTK,97,1000
AKI00000002a,MET,MET,100,1000
AKI00000002a,MET(M1250T),MET,100,1000
AKI00000002a,MET(Y1235D),MET,100,1000
AKI00000002a,MINK,MINK1,100,1000
AKI00000002a,MKK7,MAP2K7,100,1000
AKI00000002a,MKNK1,MKNK1,100,1000
AKI00000002a,MKNK2,MKNK2,100,1000
AKI00000002a,MLCK,MYLK3,100,1000
AKI00000002a,MLK1,MAP3K9,100,1000
AKI00000002a,MLK2,MAP3K10,98,1000
AKI00000002a,MLK3,MAP3K11,100,1000
AKI00000002a,MRCKA,CDC42BPA,100,1000
AKI00000002a,MRCKB,CDC42BPB,100,1000
AKI00000002a,MST1,STK4,100,1000
AKI00000002a,MST1R,MST1R,100,1000
AKI00000002a,MST2,STK3,100,1000
AKI00000002a,MST3,STK24,100,1000
AKI00000002a,MST4,MST4,100,1000
AKI00000002a,MTOR,MTOR,100,1000
AKI00000002a,MUSK,MUSK,100,1000
AKI00000002a,MYLK,MYLK,86,1000
AKI00000002a,MYLK2,MYLK2,90,1000
AKI00000002a,MYLK4,MYLK4,100,1000
AKI00000002a,MYO3A,MYO3A,14,1000
AKI00000002a,MYO3B,MYO3B,100,1000
AKI00000002a,NDR1,STK38,93,1000
AKI00000002a,NDR2,STK38L,88,1000
AKI00000002a,NEK1,NEK1,100,1000
AKI00000002a,NEK10,NEK10,100,1000
AKI00000002a,NEK11,NEK11,100,1000
AKI00000002a,NEK2,NEK2,100,1000
AKI00000002a,NEK3,NEK3,100,1000
AKI00000002a,NEK4,NEK4,100,1000
AKI00000002a,NEK5,NEK5,100,1000
AKI00000002a,NEK6,NEK6,100,1000
AKI00000002a,NEK7,NEK7,100,1000
AKI00000002a,NEK9,NEK9,100,1000
AKI00000002a,NIK,MAP3K14,73,1000
AKI00000002a,NIM1,MGC42105,100,1000
AKI00000002a,NLK,NLK,90,1000
AKI00000002a,OSR1,OXSR1,100,1000
AKI00000002a,p38-alpha,MAPK14,88,1000
AKI00000002a,p38-beta,MAPK11,100,1000
AKI00000002a,p38-delta,MAPK13,100,1000
AKI00000002a,p38-gamma,MAPK12,54,1000
AKI00000002a,PAK1,PAK1,90,1000
AKI00000002a,PAK2,PAK2,100,1000
AKI00000002a,PAK3,PAK3,100,1000
AKI00000002a,PAK4,PAK4,100,1000
AKI00000002a,PAK6,PAK6,100,1000
AKI00000002a,PAK7,PAK7,100,1000
AKI00000002a,PCTK1,CDK16,100,1000
AKI00000002a,PCTK2,CDK17,100,1000
AKI00000002a,PCTK3,CDK18,100,1000
AKI00000002a,PDGFRA,PDGFRA,100,1000
AKI00000002a,PDGFRB,PDGFRB,100,1000
AKI00000002a,PDPK1,PDPK1,100,1000
AKI00000002a,PFCDPK1(P.falciparum),CDPK1,100,1000
AKI00000002a,PFPK5(P.falciparum),MAL13P1.279,100,1000
AKI00000002a,PFTAIRE2,CDK15,100,1000
AKI00000002a,PFTK1,CDK14,83,1000
AKI00000002a,PHKG1,PHKG1,100,1000
AKI00000002a,PHKG2,PHKG2,100,1000
AKI00000002a,PIK3C2B,PIK3C2B,71,1000
AKI00000002a,PIK3C2G,PIK3C2G,99,1000
AKI00000002a,PIK3CA,PIK3CA,100,1000
AKI00000002a,PIK3CA(C420R),PIK3CA,100,1000
AKI00000002a,PIK3CA(E542K),PIK3CA,100,1000
AKI00000002a,PIK3CA(E545A),PIK3CA,100,1000
AKI00000002a,PIK3CA(E545K),PIK3CA,74,1000
AKI00000002a,PIK3CA(H1047L),PIK3CA,69,1000
AKI00000002a,PIK3CA(H1047Y),PIK3CA,84,1000
AKI00000002a,PIK3CA(I800L),PIK3CA,83,1000
AKI00000002a,PIK3CA(M1043I),PIK3CA,92,1000
AKI00000002a,PIK3CA(Q546K),PIK3CA,100,1000
AKI00000002a,PIK3CB,PIK3CB,100,1000
AKI00000002a,PIK3CD,PIK3CD,70,1000
AKI00000002a,PIK3CG,PIK3CG,100,1000
AKI00000002a,PIK4CB,PI4KB,100,1000
AKI00000002a,PIKFYVE,PIKFYVE,100,1000
AKI00000002a,PIM1,PIM1,97,1000
AKI00000002a,PIM2,PIM2,90,1000
AKI00000002a,PIM3,PIM3,100,1000
AKI00000002a,PIP5K1A,PIP5K1A,75,1000
AKI00000002a,PIP5K1C,PIP5K1C,83,1000
AKI00000002a,PIP5K2B,PIP4K2B,100,1000
AKI00000002a,PIP5K2C,PIP4K2C,93,1000
AKI00000002a,PKAC-alpha,PRKACA,100,1000
AKI00000002a,PKAC-beta,PRKACB,100,1000
AKI00000002a,PKMYT1,PKMYT1,100,1000
AKI00000002a,PKN1,PKN1,71,1000
AKI00000002a,PKN2,PKN2,100,1000
AKI00000002a,PKNB(M.tuberculosis),pknB,94,1000
AKI00000002a,PLK1,PLK1,100,1000
AKI00000002a,PLK2,PLK2,100,1000
AKI00000002a,PLK3,PLK3,100,1000
AKI00000002a,PLK4,PLK4,100,1000
AKI00000002a,PRKCD,PRKCD,100,1000
AKI00000002a,PRKCE,PRKCE,100,1000
AKI00000002a,PRKCH,PRKCH,100,1000
AKI00000002a,PRKCI,PRKCI,100,1000
AKI00000002a,PRKCQ,PRKCQ,97,1000
AKI00000002a,PRKD1,PRKD1,86,1000
AKI00000002a,PRKD2,PRKD2,100,1000
AKI00000002a,PRKD3,PRKD3,100,1000
AKI00000002a,PRKG1,PRKG1,96,1000
AKI00000002a,PRKG2,PRKG2,100,1000
AKI00000002a,PRKR,EIF2AK2,100,1000
AKI00000002a,PRKX,PRKX,100,1000
AKI00000002a,PRP4,PRPF4B,49,1000
AKI00000002a,PYK2,PTK2B,99,1000
AKI00000002a,QSK,KIAA0999,100,1000
AKI00000002a,RAF1,RAF1,100,1000
AKI00000002a,RET,RET,100,1000
AKI00000002a,RET(M918T),RET,100,1000
AKI00000002a,RET(V804L),RET,100,1000
AKI00000002a,RET(V804M),RET,100,1000
AKI00000002a,RIOK1,RIOK1,81,1000
AKI00000002a,RIOK2,RIOK2,100,1000
AKI00000002a,RIOK3,RIOK3,87,1000
AKI00000002a,RIPK1,RIPK1,100,1000
AKI00000002a,RIPK2,RIPK2,100,1000
AKI00000002a,RIPK4,RIPK4,100,1000
AKI00000002a,RIPK5,DSTYK,100,1000
AKI00000002a,ROCK1,ROCK1,29,1000
AKI00000002a,ROCK2,ROCK2,7.1,1000
AKI00000002a,ROS1,ROS1,100,1000
AKI00000002a,RPS6KA4(Kin.Dom.1-N-terminal),RPS6KA4,100,1000
AKI00000002a,RPS6KA4(Kin.Dom.2-C-terminal),RPS6KA4,100,1000
AKI00000002a,RPS6KA5(Kin.Dom.1-N-terminal),RPS6KA5,100,1000
AKI00000002a,RPS6KA5(Kin.Dom.2-C-terminal),RPS6KA5,100,1000
AKI00000002a,RSK1(Kin.Dom.1-N-terminal),RPS6KA1,100,1000
AKI00000002a,RSK1(Kin.Dom.2-C-terminal),RPS6KA1,100,1000
AKI00000002a,RSK2(Kin.Dom.1-N-terminal),RPS6KA3,100,1000
AKI00000002a,RSK2(Kin.Dom.2-C-terminal),RPS6KA3,94,1000
AKI00000002a,RSK3(Kin.Dom.1-N-terminal),RPS6KA2,100,1000
AKI00000002a,RSK3(Kin.Dom.2-C-terminal),RPS6KA2,88,1000
AKI00000002a,RSK4(Kin.Dom.1-N-terminal),RPS6KA6,100,1000
AKI00000002a,RSK4(Kin.Dom.2-C-terminal),RPS6KA6,93,1000
AKI00000002a,S6K1,RPS6KB1,100,1000
AKI00000002a,SBK1,SBK1,100,1000
AKI00000002a,SGK,SGK1,100,1000
AKI00000002a,SgK110,SgK110,100,1000
AKI00000002a,SGK2,SGK2,100,1000
AKI00000002a,SGK3,SGK3,100,1000
AKI00000002a,SIK,SIK1,100,1000
AKI00000002a,SIK2,SIK2,100,1000
AKI00000002a,SLK,SLK,100,1000
AKI00000002a,SNARK,NUAK2,100,1000
AKI00000002a,SNRK,SNRK,100,1000
AKI00000002a,SRC,SRC,100,1000
AKI00000002a,SRMS,SRMS,100,1000
AKI00000002a,SRPK1,SRPK1,100,1000
AKI00000002a,SRPK2,SRPK2,100,1000
AKI00000002a,SRPK3,SRPK3,100,1000
AKI00000002a,STK16,STK16,86,1000
AKI00000002a,STK33,STK33,100,1000
AKI00000002a,STK35,STK35,100,1000
AKI00000002a,STK36,STK36,100,1000
AKI00000002a,STK39,STK39,100,1000
AKI00000002a,SYK,SYK,100,1000
AKI00000002a,TAK1,MAP3K7,100,1000
AKI00000002a,TAOK1,TAOK1,100,1000
AKI00000002a,TAOK2,TAOK2,97,1000
AKI00000002a,TAOK3,TAOK3,100,1000
AKI00000002a,TBK1,TBK1,86,1000
AKI00000002a,TEC,TEC,100,1000
AKI00000002a,TESK1,TESK1,100,1000
AKI00000002a,TGFBR1,TGFBR1,100,1000
AKI00000002a,TGFBR2,TGFBR2,100,1000
AKI00000002a,TIE1,TIE1,100,1000
AKI00000002a,TIE2,TEK,83,1000
AKI00000002a,TLK1,TLK1,93,1000
AKI00000002a,TLK2,TLK2,100,1000
AKI00000002a,TNIK,TNIK,100,1000
AKI00000002a,TNK1,TNK1,94,1000
AKI00000002a,TNK2,TNK2,100,1000
AKI00000002a,TNNI3K,TNNI3K,100,1000
AKI00000002a,TRKA,NTRK1,100,1000
AKI00000002a,TRKB,NTRK2,100,1000
AKI00000002a,TRKC,NTRK3,100,1000
AKI00000002a,TRPM6,TRPM6,100,1000
AKI00000002a,TSSK1B,TSSK1B,100,1000
AKI00000002a,TSSK3,TSSK3,78,1000
AKI00000002a,TTK,TTK,100,1000
AKI00000002a,TXK,TXK,99,1000
AKI00000002a,TYK2(JH1domain-catalytic),TYK2,100,1000
AKI00000002a,TYK2(JH2domain-pseudokinase),TYK2,100,1000
AKI00000002a,TYRO3,TYRO3,100,1000
AKI00000002a,ULK1,ULK1,100,1000
AKI00000002a,ULK2,ULK2,100,1000
AKI00000002a,ULK3,ULK3,100,1000
AKI00000002a,VEGFR2,KDR,100,1000
AKI00000002a,VPS34,PIK3C3,100,1000
AKI00000002a,VRK2,VRK2,100,1000
AKI00000002a,WEE1,WEE1,100,1000
AKI00000002a,WEE2,WEE2,100,1000
AKI00000002a,WNK1,WNK1,100,1000
AKI00000002a,WNK2,WNK2,90,1000
AKI00000002a,WNK3,WNK3,100,1000
AKI00000002a,WNK4,WNK4,100,1000
AKI00000002a,YANK1,STK32A,100,1000
AKI00000002a,YANK2,STK32B,100,1000
AKI00000002a,YANK3,STK32C,100,1000
AKI00000002a,YES,YES1,100,1000
AKI00000002a,YSK1,STK25,87,1000
AKI00000002a,YSK4,MAP3K19,100,1000
AKI00000002a,ZAK,ZAK,100,1000
AKI00000002a,ZAP70,ZAP70,100,1000
AKI00000003a,AAK1,AAK1,100,1000
AKI00000003a,ABL1(E255K)-phosphorylated,ABL1,100,1000
AKI00000003a,ABL1(F317I)-nonphosphorylated,ABL1,58,1000
AKI00000003a,ABL1(F317I)-phosphorylated,ABL1,100,1000
AKI00000003a,ABL1(F317L)-nonphosphorylated,ABL1,63,1000
AKI00000003a,ABL1(F317L)-phosphorylated,ABL1,100,1000
AKI00000003a,ABL1(H396P)-nonphosphorylated,ABL1,100,1000
AKI00000003a,ABL1(H396P)-phosphorylated,ABL1,100,1000
AKI00000003a,ABL1(M351T)-phosphorylated,ABL1,100,1000
AKI00000003a,ABL1(Q252H)-nonphosphorylated,ABL1,100,1000
AKI00000003a,ABL1(Q252H)-phosphorylated,ABL1,100,1000
AKI00000003a,ABL1(T315I)-nonphosphorylated,ABL1,86,1000
AKI00000003a,ABL1(T315I)-phosphorylated,ABL1,81,1000
AKI00000003a,ABL1(Y253F)-phosphorylated,ABL1,100,1000
AKI00000003a,ABL1-nonphosphorylated,ABL1,56,1000
AKI00000003a,ABL1-phosphorylated,ABL1,89,1000
AKI00000003a,ABL2,ABL2,100,1000
AKI00000003a,ACVR1,ACVR1,100,1000
AKI00000003a,ACVR1B,ACVR1B,100,1000
AKI00000003a,ACVR2A,ACVR2A,100,1000
AKI00000003a,ACVR2B,ACVR2B,100,1000
AKI00000003a,ACVRL1,ACVRL1,100,1000
AKI00000003a,ADCK3,CABC1,98,1000
AKI00000003a,ADCK4,ADCK4,100,1000
AKI00000003a,AKT1,AKT1,100,1000
AKI00000003a,AKT2,AKT2,100,1000
AKI00000003a,AKT3,AKT3,100,1000
AKI00000003a,ALK,ALK,100,1000
AKI00000003a,ALK(C1156Y),ALK,49,1000
AKI00000003a,ALK(L1196M),ALK,100,1000
AKI00000003a,AMPK-alpha1,PRKAA1,100,1000
AKI00000003a,AMPK-alpha2,PRKAA2,100,1000
AKI00000003a,ANKK1,ANKK1,100,1000
AKI00000003a,ARK5,NUAK1,100,1000
AKI00000003a,ASK1,MAP3K5,100,1000
AKI00000003a,ASK2,MAP3K6,82,1000
AKI00000003a,AURKA,AURKA,100,1000
AKI00000003a,AURKB,AURKB,100,1000
AKI00000003a,AURKC,AURKC,100,1000
AKI00000003a,AXL,AXL,100,1000
AKI00000003a,BIKE,BMP2K,100,1000
AKI00000003a,BLK,BLK,100,1000
AKI00000003a,BMPR1A,BMPR1A,100,1000
AKI00000003a,BMPR1B,BMPR1B,95,1000
AKI00000003a,BMPR2,BMPR2,81,1000
AKI00000003a,BMX,BMX,100,1000
AKI00000003a,BRAF,BRAF,100,1000
AKI00000003a,BRAF(V600E),BRAF,85,1000
AKI00000003a,BRK,PTK6,100,1000
AKI00000003a,BRSK1,BRSK1,100,1000
AKI00000003a,BRSK2,BRSK2,100,1000
AKI00000003a,BTK,BTK,100,1000
AKI00000003a,BUB1,BUB1,53,1000
AKI00000003a,CAMK1,CAMK1,100,1000
AKI00000003a,CAMK1B,PNCK,100,1000
AKI00000003a,CAMK1D,CAMK1D,100,1000
AKI00000003a,CAMK1G,CAMK1G,100,1000
AKI00000003a,CAMK2A,CAMK2A,100,1000
AKI00000003a,CAMK2B,CAMK2B,100,1000
AKI00000003a,CAMK2D,CAMK2D,100,1000
AKI00000003a,CAMK2G,CAMK2G,100,1000
AKI00000003a,CAMK4,CAMK4,100,1000
AKI00000003a,CAMKK1,CAMKK1,100,1000
AKI00000003a,CAMKK2,CAMKK2,100,1000
AKI00000003a,CASK,CASK,82,1000
AKI00000003a,CDC2L1,CDK11B,100,1000
AKI00000003a,CDC2L2,CDC2L2,100,1000
AKI00000003a,CDC2L5,CDK13,60,1000
AKI00000003a,CDK11,CDK19,100,1000
AKI00000003a,CDK2,CDK2,100,1000
AKI00000003a,CDK3,CDK3,100,1000
AKI00000003a,CDK4,CDK4,94,1000
AKI00000003a,CDK4-cyclinD1,CDK4,100,1000
AKI00000003a,CDK4-cyclinD3,CDK4,100,1000
AKI00000003a,CDK5,CDK5,100,1000
AKI00000003a,CDK7,CDK7,83,1000
AKI00000003a,CDK8,CDK8,100,1000
AKI00000003a,CDK9,CDK9,100,1000
AKI00000003a,CDKL1,CDKL1,100,1000
AKI00000003a,CDKL2,CDKL2,100,1000
AKI00000003a,CDKL3,CDKL3,88,1000
AKI00000003a,CDKL5,CDKL5,100,1000
AKI00000003a,CHEK1,CHEK1,100,1000
AKI00000003a,CHEK2,CHEK2,100,1000
AKI00000003a,CIT,CIT,59,1000
AKI00000003a,CLK1,CLK1,94,1000
AKI00000003a,CLK2,CLK2,100,1000
AKI00000003a,CLK3,CLK3,100,1000
AKI00000003a,CLK4,CLK4,100,1000
AKI00000003a,CSF1R,CSF1R,100,1000
AKI00000003a,CSF1R-autoinhibited,CSF1R,70,1000
AKI00000003a,CSK,CSK,100,1000
AKI00000003a,CSNK1A1,CSNK1A1,75,1000
AKI00000003a,CSNK1A1L,CSNK1A1L,100,1000
AKI00000003a,CSNK1D,CSNK1D,100,1000
AKI00000003a,CSNK1E,CSNK1E,79,1000
AKI00000003a,CSNK1G1,CSNK1G1,100,1000
AKI00000003a,CSNK1G2,CSNK1G2,100,1000
AKI00000003a,CSNK1G3,CSNK1G3,100,1000
AKI00000003a,CSNK2A1,CSNK2A1,100,1000
AKI00000003a,CSNK2A2,CSNK2A2,100,1000
AKI00000003a,CTK,MATK,100,1000
AKI00000003a,DAPK1,DAPK1,100,1000
AKI00000003a,DAPK2,DAPK2,100,1000
AKI00000003a,DAPK3,DAPK3,100,1000
AKI00000003a,DCAMKL1,DCLK1,100,1000
AKI00000003a,DCAMKL2,DCLK2,100,1000
AKI00000003a,DCAMKL3,DCLK3,100,1000
AKI00000003a,DDR1,DDR1,100,1000
AKI00000003a,DDR2,DDR2,65,1000
AKI00000003a,DLK,MAP3K12,77,1000
AKI00000003a,DMPK,DMPK,100,1000
AKI00000003a,DMPK2,CDC42BPG,100,1000
AKI00000003a,DRAK1,STK17A,100,1000
AKI00000003a,DRAK2,STK17B,100,1000
AKI00000003a,DYRK1A,DYRK1A,69,1000
AKI00000003a,DYRK1B,DYRK1B,23,1000
AKI00000003a,DYRK2,DYRK2,39,1000
AKI00000003a,EGFR,EGFR,100,1000
AKI00000003a,EGFR(E746-A750del),EGFR,47,1000
AKI00000003a,EGFR(G719C),EGFR,100,1000
AKI00000003a,EGFR(G719S),EGFR,100,1000
AKI00000003a,"EGFR(L747-E749del, A750P)",EGFR,100,1000
AKI00000003a,"EGFR(L747-S752del, P753S)",EGFR,100,1000
AKI00000003a,"EGFR(L747-T751del,Sins)",EGFR,100,1000
AKI00000003a,EGFR(L858R),EGFR,100,1000
AKI00000003a,"EGFR(L858R,T790M)",EGFR,100,1000
AKI00000003a,EGFR(L861Q),EGFR,100,1000
AKI00000003a,EGFR(S752-I759del),EGFR,100,1000
AKI00000003a,EGFR(T790M),EGFR,86,1000
AKI00000003a,EIF2AK1,EIF2AK1,100,1000
AKI00000003a,EPHA1,EPHA1,100,1000
AKI00000003a,EPHA2,EPHA2,100,1000
AKI00000003a,EPHA3,EPHA3,100,1000
AKI00000003a,EPHA4,EPHA4,100,1000
AKI00000003a,EPHA5,EPHA5,100,1000
AKI00000003a,EPHA6,EPHA6,100,1000
